Feed_ID,Feed_name,Catergory,Price(Won/kg),Concentrate(%),Forage(%),DM(%AF),NDF (%DM),Lignin (%NDF),CP (%DM),Sol-P (%CP),NPN (%Sol-P),NDICP (%CP),ADICP (%CP),Starch (%NSC),Crude fat (%DM),Crude ash (%DM),peNDF (%NDF),CHO-A (%/hr),CHO-B1 (%/hr),CHO-B2 (%/hr),CHO-C (%/hr),Protein-A (%/hr),Protein-B1 (%/hr),Protein-B2 (%/hr),Protein-B3 (%/hr),Protein-C (%/hr),ID-CHO-A (%),ID-CHO-B1 (%),ID-CHO-B2 (%),ID-CHO-C (%),ID-Protein-A (%),ID-Protein-B1 (%),ID-Protein-B2 (%),ID-Protein-B3 (%),ID-Protein-C (%),ID-Fat (%),ID-Ash (%),Methionine (%UIP),Lysine (%UIP),Arginine (%UIP),Threonine (%UIP),Leucine (%UIP),Isoleucine (%UIP),Valine (%UIP),Histidine (%UIP),Phenylalanine (%UIP),Tryptophan (%UIP),TDN (%DM),ME (Mcal/kg),NEm (Mcal/kg),NEg (Mcal/kg),RUP-3X (%CP),RUP-1X (%CP),Ca (%),P (%),Mg (%),Cl (%),K (%),0 (%),S (%),Co (mg/kg),Cu (mg/kg),I (mg/kg),Fe (mg/kg),Mn (mg/kg),Se (mg/kg),Zn (mg/kg),Vit A (1000 IU/kg),Vit D (1000 IU/kg),Vit E (IU/kg),Ca-Bio,P-Bio,Mg-Bio,Cl-Bio,K-Bio,0-Bio,S-Bio,Co-Bio,Cu-Bio,I-Bio,Fe-Bio,Mn-Bio,Se-Bio,Zn-Bio,VitA-Bio,VitD-Bio,VitE-Bio,Starch,Sugar,Lactic,Acetic,Proprionic,Butyric,Isobutyric,pH,AmmoniaCPE
46,Zinpro 40,Commercial Feed,0,100,0,95,34.2,0,5.4,100,0,0,0,100,0,51.5,10,250,30,8,0,100000,1,1,0.1,0,100,75,20,0,100,100,100,80,0,95,50,8,0,0,0,0,0,0,0,0,0,,,0.13,-0.38,86.3,70.4,8.5,0,0,1,0,1.1,0,0,0,0,0,0,0,40000,0,0,0,0.6,0.7,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
47,Zinpro 4-Plex,Commercial Feed,0,100,0,95,54,0,11.5,100,0,0,0,100,1.5,26.5,10,250,30,8,0,100000,1,1,0.1,0,100,75,20,0,100,100,100,80,0,95,50,8.21,3.8,0,0,0,0,0,0,0,0,,,1.05,0.5,86,70,0,0,0,0,0,0,0,1800,8800,0,0,14000,0,25300,0,0,0,0.6,0.7,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
48,Homer Meal,Commercial Feed,0,100,0,88.66,20.56,17.05,46.64,6.75,65,12.54,2.14,94,7.85,6.19,30,300,25,6,0,10000,150,5,0.18,0,100,75,20,0,100,100,100,80,0,95,50,0.83,6.08,7.69,3.03,6.13,4.25,3.79,2.27,3.88,1.64,0,0,0,0,0,0,0.29,0.7,0.32,0,2.3,0.03,0.48,0,22,0,148,41,0,61,0,0,0,0.6,0.7,0.16,0.9,0.9,0.9,1,1,0.04,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
49,Barley Grain - Heavy (401) fine ground,Energy Concentrate,0,100,0,88,18.1,10.56,13.2,17,29,8,5,90,2.2,2.4,30,300,30,5,0,100000,300,12,0.35,0,100,75,20,0,100,100,100,80,0,95,50,0.81,3.07,4.83,3.15,6.83,3.92,4.88,2.29,5.6,1.26,84,3.04,1.92,1.21,33.4,19.8,0.05,0.35,0.12,0.13,0.57,0.01,0.15,0.35,5.3,0.05,59.5,18.3,0.179,13,0,0,0,0.6,0.7,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
50,Barley Grain - Light (402) fine ground,Energy Concentrate,0,100,0,88,28,10.36,14,17,29,8,5,90,2.3,4,30,300,30,5,0,100000,300,12,0.35,0,100,75,20,0,100,100,100,80,0,95,50,0.81,3.07,4.83,3.15,6.83,3.92,4.88,2.29,5.6,1.26,77,2.78,1.82,1.11,32.8,19.5,0.06,0.39,0.15,0.13,0.52,0.03,0.17,0.193,8.6,0.05,90,18.1,0.179,44.4,0,0,0,0.6,0.7,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
51,Corn - Hominy (504),Energy Concentrate,0,100,0,90,23,3.636363636,11.5,18,78,8,5,90,7.3,1,10,150,20,4,0,100000,150,4,0.09,0,100,75,20,0,100,100,100,80,0,95,50,1.11,3.2,5.42,3.67,10.83,3.91,5.19,2.87,4.88,0.11,91,3.29,1.92,1.53,53.6,35.8,0.05,0.57,0.26,0.06,0.65,0.09,0.03,0.061,15.1,0,80,16.1,0,0,0,0,0,0.6,0.7,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
52,Corn Dry - Ear 56 lb/bu (404),Energy Concentrate,0,100,0,87,28,7.1,9,16,69,18,3,90,3.7,1.9,60,150,18,5,0,100000,135,7,0.1,0,100,75,20,0,100,100,100,80,0,95,50,1.12,1.65,1.82,2.8,10.73,2.69,3.75,2.06,3.65,0.37,82,2.97,2.002231934,1.348356082,47.2,32.6,0.07,0.27,0.14,0.05,0.53,0.02,0.16,0.19,8,0.03,91,23,0.07,14,0,0,0,0.6,0.7,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
53,Corn Dry - Ear45 (403),Energy Concentrate,0,100,0,86,31,7.14,9,16,69,18,3,90,3.7,2,60,200,15,5,0,100000,135,7,0.1,0,100,75,20,0,100,100,100,80,0,95,50,1.12,1.65,1.82,2.8,10.73,2.69,3.75,2.06,3.65,0.37,77,2.78,1.850923524,1.217799671,46.9,32.5,0.07,0.27,0.14,0.05,0.53,0.02,0.16,0.31,8,0.03,54.5,14,0.14,14,0,0,0,0.6,0.7,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
54,Corn Dry - Grain45 (405) whole,Energy Concentrate,0,100,0,88,10,2.22,9.8,12,73,15,5,97.5,4.3,1.6,80,200,10,4,0,100000,135,6,0.1,0,100,55,20,0,100,100,100,80,0,95,50,1.12,1.65,1.82,2.8,10.73,2.69,3.75,2.06,3.65,0.37,80,3.18,1.91,1.16,51.9,35,0.04,0.3,0.15,0.06,0.32,0.01,0.12,0.429,2.5,0,30,5.8,0,0,0,0,0,0.6,0.7,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
55,Corn Dry - Grain56 (406) whole,Energy Concentrate,0,100,0,88,9,2.22,9.8,11,73,15,5,98.5,4.3,1.6,80,200,10,4,0,100000,135,6,0.1,0,100,55,20,0,100,100,100,80,0,95,50,1.12,1.65,1.82,2.8,10.73,2.69,3.75,2.06,3.65,0.37,82,3.18,1.95,1.2,52.5,35.3,0.03,0.31,0.11,0.06,0.33,0.01,0.14,0.429,4.8,0,30,6.4,0,0,0,0,0,0.6,0.7,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
56,Corn Gnd. - Grain56 (407) fine,Energy Concentrate,0,100,0,88,9,2.22,9.8,11,73,15,5,98.5,4.3,1.6,20,200,25,6,0,100000,135,7,0.1,0,100,75,20,0,100,100,100,80,0,95,50,1.12,1.65,1.82,2.8,10.73,2.69,3.75,2.06,3.65,0.37,85,3.18,2.04,1.29,50.6,33.9,0.03,0.31,0.11,0.06,0.33,0.01,0.14,0.429,4.8,0,30,6.4,0,0,0,0,0,0.6,0.7,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
57,Corn Gr. - Cracked (408),Energy Concentrate,0,100,0,88,9,2.22,9.8,11,73,15,5,98.5,4.06,1.46,60,150,15,6,0,100000,135,6,0.09,0,100,75,20,0,100,100,100,80,0,95,50,1.12,1.65,1.82,2.8,10.73,2.69,3.75,2.06,3.65,0.37,82,3.18,1.84,1.15,53.5,36.2,0.03,0.32,0.12,0.05,0.44,0.01,0.11,0.31,2.51,0.03,54.5,7.9,0.14,24.2,0,0,0,0.6,0.7,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
58,Corn Gr. - Flaked (409),Energy Concentrate,0,100,0,86,9,2.22,9.8,8,73,15,5,98.5,4.3,1.6,80,300,30,6,0,100000,135,4,0.08,0,100,95,20,0,100,100,100,80,0,95,50,1.12,1.65,1.82,2.8,10.73,2.69,3.75,2.06,3.65,0.37,83,3.36,2.1,1.22,62.4,43.8,0.03,0.31,0.11,0.06,0.33,0.01,0.14,0.429,4.8,0,30,6.4,0,0,0,0,0,0.6,0.7,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
59,Corn HM - Ear56 (410),Energy Concentrate,0,100,0,72,28,7.1,9,30,80,18.72,8.28,95,3.7,1.9,60,25,30,5,0,100000,135,9,0.1,0,100,75,20,0,100,100,100,80,0,95,50,1.12,1.65,1.82,2.8,10.73,2.69,3.75,2.06,3.65,0.37,83,,1.72,1.1,38.4,28.1,0.07,0.27,0.14,0.05,0.53,0.02,0.16,0.31,8,0.03,910,14,0.09,14,0,0,0,0.6,0.7,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
60,Corn HM - Grain45 (411) fine,Energy Concentrate,0,100,0,72,10.5,2.22,9.8,40,100,15.9,5.3,95,4.3,1.6,20,50,30,6,0,100000,135,10,0.15,0,100,85,20,0,100,100,100,80,0,95,50,1.12,1.65,1.82,2.8,10.73,2.69,3.75,2.06,3.65,0.37,85,3.25,2.06,1.28,33,24,0.04,0.3,0.15,0.06,0.32,0.01,0.12,0.429,2.5,0,30,5.8,0,0,0,0,0,0.6,0.7,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
61,Corn HM - Grain56 (412) fine,Energy Concentrate,0,100,0,72,9,2.22,9.8,40,100,15.9,5.3,95,4.3,1.6,20,50,30,6,0,100000,135,10,0.15,0,100,85,20,0,100,100,100,80,0,95,50,0.99,2.47,4.11,3.33,12.1,3.85,4.78,2.7,4.99,0.37,88,3.36,2.05,1.3,33,24,0.03,0.31,0.11,0.06,0.33,0.01,0.14,0.429,4.8,0,30,6.4,0,0,0,0,0,0.6,0.7,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
62,Molasses - Beet (413),Energy Concentrate,0,100,0,77.9,0,0,8.5,100,100,0,0,0,0,11.4,0,500,30,3,0,100000,300,11,0.25,0,100,75,20,0,100,100,100,80,0,95,50,0,0,0,0,0,0,0,0,0,0,68,2.46,1.7,0.94,0,0,0.15,0.03,0.29,1.64,6.06,1.48,0.6,0.465,21.6,0,87,6,0,18,0,0,0,0.6,0.7,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
63,Molasses - Cane (414),Energy Concentrate,0,100,0,74.3,0,0,5.8,100,100,0,0,0,0,13.3,0,500,30,20,0,100000,350,11,0.25,0,100,75,20,0,100,100,100,80,0,95,50,0,0,0,0,0,0,0,0,0,0,60,2.17,1.48,0.77,0,0,1,0.1,0.42,3.04,4.01,0.22,0.47,1.587,65.7,2.103,263,59,0,21,0,0,0,0.6,0.7,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
64,Oats - 32 lb/bu (415) fine,Energy Concentrate,0,100,0,91,42,9.52,13.1,53,19,11,5,90,4.9,5,30,300,35,5,0,100000,325,12,0.35,0,100,75,20,0,100,100,100,80,0,95,50,2.12,2.02,4.38,2.16,7.7,3.84,0,1.8,5.86,1.28,73,2.64,1.64,0.96,22.9,15.9,0.07,0.3,0.16,0.1,0.45,0.06,0.23,0.063,6.7,0.125,80,40.1,0.241,39.2,0,0,0,0.6,0.7,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
65,Oats - 38 lb/bu (416) fine,Energy Concentrate,0,100,0,89,32,9.38,13.3,53,19,11,5,90,5.2,3.3,30,300,35,5,0,100000,325,12,0.35,0,100,75,20,0,100,100,100,80,0,95,50,2.12,2.02,4.38,2.16,7.7,3.84,0,1.8,5.86,1.28,77,2.78,1.77,1.11,23.2,16.1,0.009,0.41,0.16,0.1,0.51,0.02,0.21,0.063,8.6,0.125,94.1,40.3,0.241,40.8,0,0,0,0.6,0.7,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
66,Rice Grain - Ground (417) fine,Energy Concentrate,0,100,0,89,16,13,8.9,40,50,21.4,2.7,90,1.9,5,30,350,50,10,0,100000,300,15,1,0,100,75,20,0,100,100,100,80,0,95,50,2.2,4.3,7.4,3.6,7.4,3.7,5.4,2.6,4.8,1,79,2.86,1.9118206,1.27056356,31.1,21.6,0.07,0.36,0.14,0.08,0.53,0.07,0.05,0.05,3,0.05,0,20.2,0,16.9,0,0,0,0.6,0.7,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
67,Rice Grain - Polished (418),Energy Concentrate,0,100,0,89,2,0,8.6,40,50,21.4,2.7,90,0.8,1,10,300,40,8,0,100000,250,12,0.35,0,100,75,20,0,100,100,100,80,0,95,50,2.2,4.3,7.4,3.6,7.4,3.7,5.4,2.6,4.8,1,89,3.22,2.209248541,1.52404079,34.6,25.9,0.03,0.13,0.1,0.04,0.26,0.02,0.09,0.955,6.1,0,20,33.4,0,15.4,0,0,0,0.6,0.7,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
68,Rye - Grain (419) fine,Energy Concentrate,0,100,0,88,19,5.3,13.8,53,19,7,4,90,1.7,2,30,300,40,8,0,100000,300,12,0.35,0,100,75,20,0,100,100,100,80,0,95,50,1.38,3.47,4.42,2.97,5.8,3.84,4.64,2.1,4.64,0.94,86,3.04,2.08,1.29,21.2,13.4,0.07,0.36,0.14,0.03,0.52,0.03,0.17,0,8.6,0,80,82.3,0.44,32.2,0,0,0,0.3,0.64,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
69,Sorghum  - Dry grain (420) whole,Energy Concentrate,0,100,0,89,23,6.09,12.4,12,33,10,5,90,3.1,2,80,150,8,5,0,100000,135,6,0.1,0,100,75,20,0,100,100,100,80,0,95,50,1.07,3.17,3.44,2.94,12.82,4.23,4.87,2.06,4.95,0.75,82,2.75,1.7,1.1,49.3,31.4,0.05,0.34,0.14,0.09,0.47,0.04,0.12,0.531,4.9,0.069,60,17.9,0.227,19.1,0,0,0,0.6,0.7,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
70,Sorghum  - Rolled grain (421),Energy Concentrate,0,100,0,90,23,6.09,12.6,12,33,10,5,90,3.03,1.87,70,250,10,4,0,100000,135,6,0.1,0,100,75,65,0,100,100,100,80,0,95,50,1.07,3.17,3.44,2.94,12.82,4.23,4.87,2.06,4.95,0.75,82,2.97,1.6,1,49.3,31.4,0.04,0.34,0.17,0.09,0.44,0.01,0.14,0.531,4.7,0.069,80.8,15.4,0.46,16,0,0,0,0.6,0.7,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
71,Sorghum  - Steam flaked (422),Energy Concentrate,0,100,0,70,23,6.09,12,8,80,10,5,100,3.1,2,80,250,15,6,0,100000,135,5,0.08,0,100,75,93,0,100,100,100,80,0,95,50,1.07,3.17,3.44,2.94,12.82,4.23,4.87,2.06,4.95,0.75,86,3.18,2.08,1.5,54.8,35.5,0.05,0.34,0.14,0.09,0.35,0.04,0.12,0.531,4.9,0.069,60,17.9,0.227,19.1,0,0,0,0.6,0.7,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
72,Tallow (618),Energy Concentrate,0,100,0,99,0,0,0,0,0,0,0,0,99,1,0,0,0,0,0,100000,0,0,0,0,100,75,20,0,100,100,100,80,0,95,50,0,0,0,0,0,0,0,0,0,0,177,3.62,4.75,3.51,0,0,0.57,0.06,0.06,0,0.32,0.01,0,0.57,15,0.68,482,47,0,42,0,0,0,0.6,0.7,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
73,Wheat  - Middlings (423),Energy Concentrate,0,100,0,89,35,5.95,18.4,40,75,4,3,90,3.2,2.4,20,300,70,6,0,100000,250,12,0.35,0,100,75,20,0,100,100,100,80,0,95,50,1.02,3.77,6.96,3.67,7.37,4.09,5.79,2.41,4.74,1.2,83,3,1.9,1.2,23.9,13.5,0.15,1,0.38,0.04,1.1,0.01,0.19,0.11,11,0.123,110,128.3,0.828,109.1,0,0,0,0.6,0.7,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
74,Wheat Grain - Hard red spring (424) fine,Energy Concentrate,0,100,0,89,11.7,6.25,14.2,30,73,4,2,90,2,2,30,300,40,6,0,100000,300,12,0.35,0,100,75,20,0,100,100,100,80,0,95,50,0.98,3,4.33,2.82,13.64,3.98,4.5,2.23,4.84,1.06,84,3.04,2.18,1.5,27.3,15.1,0.05,0.42,0.16,0.09,0.41,0.02,0.17,0.14,6.8,0,70,42.2,0.3,43.3,0,0,0,0.6,0.7,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
75,Wheat Grain - Soft white (425) fine,Energy Concentrate,0,100,0,90,9.7,4.285714286,11.3,30,73,4,2,90,1.9,2,30,300,40,6,0,100000,300,12,0.35,0,100,75,90,0,100,100,100,80,0,95,50,0.98,3,4.33,2.82,13.64,3.98,4.5,2.23,4.84,1.06,85,3.07,2.091593583,1.424607648,27.3,15.1,0.07,0.33,0.11,0,0.43,0.02,0.13,0.15,7.8,0,0.004,40,0.051,30,0,0,0,0.6,0.7,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
76,Barley - Silage (301),Grain Type Forage,0,0,100,39,56.8,5.44,11.9,70,100,7.7,6.1,100,2.92,8.3,90,10,50,4,0,100000,300,10,0.5,0,100,75,20,0,100,100,100,80,0,95,50,1.73,3.65,1.73,3.94,6.35,3.65,5.48,1.83,3.94,1.35,60,2.35,1.18,0.62,14,10.6,0.52,0.29,0.19,0,2.57,0.12,0.24,0.72,7.7,0,375,44.8,0.15,24.5,0,0,0,0.3,0.64,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
77,Corn Cobs - Ground (302) coarse,Grain Type Forage,0,0,100,90,87,7.777777778,2.8,25,10,15,10,90,0.6,1.8,60,300,35,4,0,100000,150,12,0.1,0,100,75,20,0,100,100,100,80,0,95,50,0.76,1.14,1.9,3.42,14.4,3.42,4.56,2.66,4.9,0.38,50,1.81,0.967610946,0.420398707,29.5,21.8,0.12,0.04,0.07,0,0.89,0.08,0.47,0.13,7,0,230,6,0.08,5,0,0,0,0.6,0.7,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
78,Corn Sil - Immature (no Ears) (303) medium,Grain Type Forage,0,0,100,25,60,5,9,45,100,16,4.5,80,3.1,11,85,10,30,4,0,100000,300,10,0.2,0,100,75,20,0,100,100,100,80,0,95,50,0.8,2.13,1.87,2.13,6.4,2.4,3.2,1.07,2.94,0.11,65,2.35,1.473660001,0.884412662,25.9,19.9,0.52,0.31,0.31,0,1.64,0,0,0,0,0,0.049,0,0,184.5,0,0,0,0.3,0.64,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
79,Corn Sil. 30% GR - Fine grnd (304),Grain Type Forage,0,0,100,33,49,11,9.5,60,100,16,6,80,3,4,80,10,35,6,0,100000,300,20,0.3,0,100,75,20,0,100,100,100,80,0,95,50,0.8,2.13,1.87,2.13,6.4,2.4,3.2,1.07,2.94,0.11,67,2.38,1.58,0.97,19.5,16.5,0.230000004,0.209999993,0.129999995,0,0.949999988,0.01,0.119999997,0.059999999,4,0,184,31,0.029999999,25,0,0,0,0.3,0.64,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
80,Corn Sil. 30% GR - Medium grnd (305),Grain Type Forage,0,0,100,33,49,11,9.5,58,100,16,7,80,3,4,85,10,30,5,0,100000,300,15,0.25,0,100,75,20,0,100,100,100,80,0,95,50,0.8,2.13,1.87,2.13,6.4,2.4,3.2,1.07,2.94,0.11,62,2.38,1.56,0.94,20.9,17.4,0.230000004,0.209999993,0.129999995,0,0.949999988,0.01,0.119999997,0.059999999,4,0,184,31,0.029999999,25,0,0,0,0.3,0.64,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
81,Corn Sil. 30% GR NPN -  (306) medium,Grain Type Forage,0,0,100,33,49,11,13,70,100,12,6,80,3,4,85,10,30,5,0,100000,300,10,0.25,0,100,75,20,0,100,100,100,80,0,95,50,0.8,2.13,1.87,2.13,6.4,2.4,3.2,1.07,2.94,0.11,63,2.38,1.56,0.92,16.8,13.8,0.230000004,0.209999993,0.129999995,0,0.949999988,0.01,0.119999997,0.059999999,4,0,184,31,0.029999999,25,0,0,0,0.3,0.64,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
82,Corn Sil. 40% GR - Fine grnd (307),Grain Type Forage,0,0,100,33,45,8,9.2,55,100,16,6,80,3.1,4,80,10,40,7,0,100000,300,20,0.3,0,100,75,20,0,100,100,100,80,0,95,50,0.8,2.13,1.87,2.13,6.4,2.4,3.2,1.07,2.94,0.11,68,2.38,1.68,1,20.5,17,0.31,0.27,0.22,0.18,1.22,0.03,0.12,0.097,9.2,0,180,41.1,0,21.2,0,0,0,0.3,0.64,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
83,Corn Sil. 40% GR - Medium grnd (308),Grain Type Forage,0,0,100,33,45,8,9.2,53,100,16,7,80,3.1,4,85,10,35,6,0,100000,300,15,0.25,0,100,75,20,0,100,100,100,80,0,95,50,0.8,2.13,1.87,2.13,6.4,2.4,3.2,1.07,2.94,0.11,66,2.39,1.66,0.97,22.1,18.1,0.31,0.27,0.22,0.18,1.22,0.03,0.12,0.097,9.2,0,180,41.1,0,21.2,0,0,0,0.3,0.64,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
84,Corn Sil. 40% GR NPN -  (309),Grain Type Forage,0,0,100,33,45,8,13.2,66,100,16,7,80,3.1,4,85,10,35,6,0,100000,300,15,0.25,0,100,75,20,0,100,100,100,80,0,95,50,0.8,2.13,1.87,2.13,6.4,2.4,3.2,1.07,2.94,0.11,67,2.42,1.64,0.95,19.3,16.7,0.31,0.27,0.22,0.18,1.22,0.03,0.12,0.097,9.2,0,180,41.1,0,21.2,0,0,0,0.3,0.64,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
85,Corn Sil. 50% GR - Fine grnd (310),Grain Type Forage,0,0,100,35,41,7,8,55,100,16.4,7.875,80,3.5,4.2,80,10,40,7,0,100000,300,20,0.3,0,100,75,20,0,100,100,100,80,0,95,50,0.8,2.13,1.87,2.13,6.4,2.4,3.2,1.07,2.94,0.11,78,2.38,1.72,1.03,21.2,17.8,0.31,0.27,0.22,0.18,1.22,0.03,0.12,0.097,9.2,0,180,41.1,0,21.2,0,0,0,0.3,0.64,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
86,Corn Sil. 50% GR - Medium grnd (311),Grain Type Forage,0,0,100,35,41,7,8,50,100,16.4,7.875,80,3.5,4.2,85,10,35,6,0,100000,300,15,0.25,0,100,75,20,0,100,100,100,80,0,95,50,0.8,2.13,1.87,2.13,6.4,2.4,3.2,1.07,2.94,0.11,75,2.84,1.7,1,23.6,19.1,0.31,0.27,0.22,0.18,1.22,0.03,0.12,0.097,9.2,0,180,41.1,0,21.2,0,0,0,0.3,0.64,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
87,Corn Sil. 50% GR NPN -  (312),Grain Type Forage,0,0,100,35,41,7,13,63,100,16,4.85,80,3.5,5.8,85,10,35,6,0,100000,300,15,0.25,0,100,75,20,0,100,100,100,80,0,95,50,0.8,2.13,1.87,2.13,6.4,2.4,3.2,1.07,2.94,0.11,82,2.71,1.69,0.98,20.2,17,0.31,0.27,0.22,0.18,1.22,0.03,0.12,0.097,9.2,0,180,41.1,0,21.2,0,0,0,0.3,0.64,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
88,Corn Sil. Brown mid-rib (363) medium,Grain Type Forage,0,0,100,28.7,45,5.78,9.4,57.7,100,19.1,11.7,80,3.9,3.8,85,10,30,7.3,0,100000,300,15,0.25,0,100,75,20,0,100,100,100,80,0,95,50,0.8,2.13,1.87,2.13,6.4,2.4,3.2,1.07,2.94,0.11,,,,,20.9,17.4,0.230000004,0.209999993,0.129999995,0,0.949999988,0.01,0.119999997,0.059999999,4,0,184,31,0.029999999,25,0,0,0,0.3,0.64,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
89,Corn Silage - Stalklage (313) coarse,Grain Type Forage,0,0,100,30,68,10.29411765,6.3,45,100,16,4.5,59,2.1,9,90,10,25,4,0,100000,300,10,0.25,0,100,75,20,0,100,100,100,80,0,95,50,0.8,2.13,1.87,2.13,6.4,2.4,3.2,1.07,2.94,0.11,55,1.99,1.14109529,0.581541269,25.3,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.64,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
